06R300:W00I9106,06R0035:0003503,06R300:W00I9106
06R300:W0Ixxxxx,06R300:W0Ixxxxx,06R300:W0Ixxxxx
06R300:W0Ixxxxx,06R300:W0Iyyyyy,06R300:W0Ixxxxx
06R300:W105.313,06R0059:0005908,06R300:W105.313
06R400:M000I602,06R0040:0004003,06R400:M000I602
06R400:M000I610,06R0107:0010708,06R400:M000I610
06R400:M000I910,06R0076:0007609,06R400:M000I910
06R400:M00I0909,06R0112:0011211,06R400:M00I0909
06R400:M00I0910,06R0076:0007609,06R400:M00I0910
06R400:M00I2105,06R0004:0000401,06R400:M00I2105
06R400:M00I2313,06R0054:0005404,06R400:M00I2313
06R400:M00I2413,06R0054:0005404,06R400:M00I2413
06R400:M00I3303,06R0055:0005501,06R400:M00I3303
06R400:M00I3609,06R0060:0006002,06R400:M00I3609
06R400:M00I7002,06R0054:0005401,06R400:M00I7002
06R400:M0Ixxxxx,06R400:M0Ixxxxx,06R400:M0Ixxxxx
06R400:M0Ixxxxx,06R400:M0Iyyyyy,06R400:M0Ixxxxx
06N1038:0001906,06N1038:0001903,06N1038:0001906
06N1247:0001906,06N1247:0001903,06N1038:0001906
06N1047:0002601,06N1047:0002601,06N1047:0002601
06N1253:0002601,06N1253:0002601,06N1047:0002601
06N1047:0002603,06N1047:0002603,06N1047:0002603
06N1253:0002603,06N1253:0002603,06N1047:0002603
06N1047:0002610,06N1047:0002610,06N1047:0002610
06N1253:0002610,06N1253:0002610,06N1047:0002610
06N1047:0002611,06N1047:0002611,06N1047:0002611
06N1253:0002611,06N1253:0002611,06N1047:0002611
06N1051:0002908,06N1051:0002908,06N1051:0002908
06N1408:0020207,06N1408:0020207,06N1607:0020207
06N201:S0004101,06N1014:S000403,06N201:S0004101
06N201:S0004103,06N1014:S000404,06N201:S0004103
06N201:S0004401,06N1012:0000201,06N201:S0004401
06N201:S0004404,06N1012:0000201,06N201:S0004404
06N201:S0004705,06N1408:0020207,06N201:S0004705
06N201:S0004705,06N1607:0020207,06N201:S0004705
06N201:S0005002,06N1047:0002601,06N201:S0005002
06N201:S0005002,06N1253:0002601,06N201:S0005002
06N201:S0005007,06N1016:0000602,06N201:S0005007
06N201:S0005007,06N1237:0000602,06N201:S0005007
06N201:S0005301,06N1016:0000612,06N201:S0005301
06N201:S0005301,06N1237:0000612,06N201:S0005301
06N201:S0005304,06N1017:0000711,06N201:S0005304
06N201:S0005603,06N1016:0000605,06N201:S0005603
06N201:S0005603,06N1237:0000605,06N201:S0005603
06N201:S0006506,06N1020:0000901,06N201:S0006506
06N201:S0006506,06N1241:0000901,06N201:S0006506
06N201:S0006508,06N1241:0000903,06N201:S0006508
06N201:S0006509,06N1020:0000911,06N201:S0006509
06N201:S0006509,06N1241:0000911,06N201:S0006509
06N201:S0006510,06N1020:0000913,06N201:S0006510
06N201:S0006510,06N1241:0000913,06N201:S0006510
06N201:S0006802,06N1020:0000903,06N201:S0006802
06N201:S0006802,06N1241:0000903,06N201:S0006802
06N201:S0006804,06N1020:0000905,06N201:S0006804
06N201:S0006804,06N1241:0000905,06N201:S0006804
06N201:S0006806,06N1021:0001009,06N201:S0006806
06N201:S0006806,06N1240:0001009,06N201:S0006806
06N201:S0006808,06N1021:0001003,06N201:S0006808
06N201:S0006808,06N1240:0001003,06N201:S0006808
06N201:S0006809,06N1016:0000607,06N201:S0006809
06N201:S0006809,06N1237:0000607,06N201:S0006809
06N201:S0007108,06N1240:0001011,06N201:S0007108
06N201:S0007109,06N1032:0001403,06N201:S0007109
06N201:S0007701,06N1159:0019209,06N201:S0007701
06N201:S0007701,06N1434:0019209,06N201:S0007701
06N201:S0007702,06N1021:0001012,06N201:S0007702
06N201:S0007702,06N1240:0001012,06N201:S0007702
06N201:S0008010,06N1038:0001901,06N201:S0008010
06N201:S0008010,06N1247:0001901,06N201:S0008010
06N201:S0008303,06N1025:0001202,06N201:S0008303
06N201:S0008303,06N1243:0001202,06N201:S0008303
06N201:S0008304,06N1025:0001211,06N201:S0008304
06N201:S0008304,06N1243:0001211,06N201:S0008304
06N201:S0008305,06N1602:0019907,06N201:S0008305
06N201:S0008306,06N1025:0001212,06N201:S0008306
06N201:S0008306,06N1243:0001212,06N201:S0008306
06N201:S0008307,06N1033:0001508,06N201:S0008307
06N201:S0008307,06N1244:0001508,06N201:S0008307
06N201:S0008308,06N1020:0000909,06N201:S0008308
06N201:S0008308,06N1241:0000909,06N201:S0008308
06N201:S0008605,06N1033:0001509,06N201:S0008605
06N201:S0008605,06N1244:0001509,06N201:S0008605
06N201:S0009201,06N1021:0001002,06N201:S0009201
06N201:S0009201,06N1240:0001002,06N201:S0009201
06N201:S0009206,06N1021:0001007,06N201:S0009206
06N201:S0009206,06N1240:0001007,06N201:S0009206
06N201:S0009210,06N1025:0001207,06N201:S0009210
06N201:S0009210,06N1243:0001207,06N201:S0009210
06N201:S0009503,06N1038:0001901,06N201:S0009503
06N201:S0009503,06N1247:0001901,06N201:S0009503
06N201:S0009508,06N1039:0002013,06N201:S0009508
06N201:S0010106,06N1041:0002203,06N201:S0010106
06N201:S0010106,06N1249:0002203,06N201:S0010106
06N201:S0010109,06N1041:0002204,06N201:S0010109
06N201:S0010109,06N1249:0002204,06N201:S0010109
06N201:S0010405,06N1244:0001501,06N201:S0010405
06N201:S0010410,06N1042:0002305,06N201:S0010410
06N201:S0011010,06N1297:0022602,06N201:S0011010
06N201:S0011010,06N1725:0022602,06N201:S0011010
06N201:S0011301,06N1016:0000611,06N201:S0011301
06N201:S0011301,06N1237:0000611,06N201:S0011301
06N201:S0011309,06N1129:0023107,06N201:S0011309
06N201:S0011309,06N1816:0023107,06N201:S0011309
06N201:S0013107,06N1017:0000703,06N201:S0013107
06N201:S0013209,06N1038:0001907,06N201:S0013209
06N201:S0013209,06N1247:0001907,06N201:S0013209
06N201:S0013306,06N1269:0003910,06N201:S0013306
06N201:S0013402,06N1007:0003701,06N201:S0013402
06N201:S0013503,06N1007:0003703,06N201:S0013503
06N201:S0013506,06N1041:0002206,06N201:S0013506
06N201:S0013506,06N1249:0002206,06N201:S0013506
06N201:S0013710,06N1714:0022008,06N201:S0013710
06N201:S0013711,06N1159:0019212,06N201:S0013711
06N201:S0013802,06N1041:0002211,06N201:S0013802
06N201:S0013802,06N1249:0002211,06N201:S0013802
06N201:S0013804,06N1159:0019207,06N201:S0013804
06N201:S0013805,06N1109:0004004,06N201:S0013805
06N201:S0013805,06N1155:0004004,06N201:S0013805
06N201:S0013807,06N1159:0019206,06N201:S0013807
06N201:S0013807,06N1434:0019206,06N201:S0013807
06N201:S0013808,06N1159:0019204,06N201:S0013808
06N201:S0013808,06N1434:0019204,06N201:S0013808
06N201:S0013901,06N1004:0003502,06N201:S0013901
06N201:S0013901,06N1271:0003502,06N201:S0013901
06N201:S0013902,06N1004:0003503,06N201:S0013902
06N201:S0013902,06N1271:0003503,06N201:S0013902
06N201:S0014011,06N1047:0002605,06N201:S0014011
06N201:S0014102,06N1019:0000803,06N201:S0014102
06N201:S0014106,06N1025:0001201,06N201:S0014106
06N201:S0014106,06N1243:0001201,06N201:S0014106
06N201:S0014302,06N1047:0002607,06N201:S0014302
06N201:S0014302,06N1253:0002607,06N201:S0014302
06N201:S0014305,06N1159:0019201,06N201:S0014305
06N201:S0014305,06N1434:0019201,06N201:S0014305
06N201:S0023802,06N1273:0003406,06N201:S0023802
06N201:S0023810,06N1004:0003509,06N201:S0023810
06N201:S0023810,06N1271:0003509,06N201:S0023810
06N201:S0025001,06N1003:0003407,06N201:S0025001
06N201:S0025001,06N1273:0003407,06N201:S0025001
06N201:S0027102,06N1270:0003802,06N201:S0027102
06N201:S0027103,06N1270:0003803,06N201:S0027103
06N201:S0029201,06N1008:0003808,06N201:S0029201
06N201:S0029201,06N1270:0003808,06N201:S0029201
06N201:S0029203,06N1009:0003902,06N201:S0029203
06N201:S0xxxxxx,06N201:S0xxxxxx,06N201:S0xxxxxx
06N201:S0xxxxxx,06N201:S0yyyyyy,06N201:S0xxxxxx
06N301:W0004206,06N1253:0002601,06N301:W0004206
06N301:W0004208,06N1329:0017710,06N301:W0004208
06N301:W0004208,06N1330:0017710,06N301:W0004208
06N301:W0004209,06N1015:0000502,06N301:W0004209
06N301:W0004805,06N1237:0000602,06N301:W0004805
06N301:W0004809,06N1016:0000611,06N301:W0004809
06N301:W0004809,06N1237:0000611,06N301:W0004809
06N301:W0004810,06N1016:0000612,06N301:W0004810
06N301:W0004810,06N1237:0000612,06N301:W0004810
06N301:W0005107,06N1021:0001002,06N301:W0005107
06N301:W0005107,06N1240:0001002,06N301:W0005107
06N301:W0005401,06N1049:0002707,06N301:W0005401
06N301:W0005402,06N1286:0017801,06N301:W0005402
06N301:W0005402,06N1332:0017801,06N301:W0005402
06N301:W0005405,06N1286:0017805,06N301:W0005405
06N301:W0005405,06N1332:0017805,06N301:W0005405
06N301:W0005711,06N1313:0016702,06N301:W0005711
06N301:W0005711,06N1407:0016702,06N301:W0005711
06N301:W0005805,06N1039:0002006,06N301:W0005805
06N301:W0006003,06N1246:0001703,06N301:W0006003
06N301:W0006005,06N1039:0002006,06N301:W0006005
06N301:W0006008,06N1241:0000905,06N301:W0006008
06N301:W0006009,06N1020:0000909,06N301:W0006009
06N301:W0006009,06N1241:0000909,06N301:W0006009
06N301:W0006304,06N1020:0000911,06N301:W0006304
06N301:W0006304,06N1241:0000911,06N301:W0006304
06N301:W0006305,06N1021:0001002,06N301:W0006305
06N301:W0006305,06N1240:0001002,06N301:W0006305
06N301:W0006306,06N1038:0001903,06N301:W0006306
06N301:W0006306,06N1247:0001903,06N301:W0006306
06N301:W0006607,06N1020:0000903,06N301:W0006607
06N301:W0006607,06N1241:0000903,06N301:W0006607
06N301:W0006608,06N1351:0015201,06N301:W0006608
06N301:W0006609,06N1021:0001003,06N301:W0006609
06N301:W0006609,06N1240:0001003,06N301:W0006609
06N301:W0006906,06N1021:0001007,06N301:W0006906
06N301:W0006906,06N1240:0001007,06N301:W0006906
06N301:W0006908,06N1021:0001008,06N301:W0006908
06N301:W0006908,06N1240:0001008,06N301:W0006908
06N301:W0007209,06N1285:0017107,06N301:W0007209
06N301:W0007209,06N1321:0017107,06N301:W0007209
06N301:W0007508,06N1329:0017702,06N301:W0007508
06N301:W0007508,06N1330:0017702,06N301:W0007508
06N301:W0007803,06N1329:0017706,06N301:W0007803
06N301:W0007803,06N1330:0017706,06N301:W0007803
06N301:W0007805,06N1286:0017806,06N301:W0007805
06N301:W0007805,06N1332:0017806,06N301:W0007805
06N301:W0007806,06N1043:0002401,06N301:W0007806
06N301:W0007808,06N1617:0020801,06N301:W0007808
06N301:W0008104,06N1025:0001201,06N301:W0008104
06N301:W0008104,06N1243:0001201,06N301:W0008104
06N301:W0008105,06N1243:0001207,06N301:W0008105
06N301:W0008403,06N1343:0014501,06N301:W0008403
06N301:W0008410,06N1051:0002908,06N301:W0008410
06N301:W0008707,06N1009:0003908,06N301:W0008707
06N301:W0008707,06N1269:0003908,06N301:W0008707
06N301:W0008708,06N1009:0003910,06N301:W0008708
06N301:W0008708,06N1269:0003910,06N301:W0008708
06N301:W0009305,06N1033:0001501,06N301:W0009305
06N301:W0009305,06N1244:0001501,06N301:W0009305
06N301:W0009312,06N1159:0019201,06N301:W0009312
06N301:W0009312,06N1434:0019201,06N301:W0009312
06N301:W0009904,06N1159:0019207,06N301:W0009904
06N301:W0009904,06N1362:0015907,06N301:W0009904
06N301:W0009904,06N1434:0019207,06N301:W0009904
06N301:W0009905,06N1362:0015907,06N301:W0009905
06N301:W0009907,06N1034:0001608,06N301:W0009907
06N301:W0010203,06N1159:0019203,06N301:W0010203
06N301:W0010203,06N1434:0019203,06N301:W0010203
06N301:W0010501,06N1159:0019204,06N301:W0010501
06N301:W0010501,06N1434:0019204,06N301:W0010501
06N301:W0010503,06N1159:0019201,06N301:W0010503
06N301:W0010503,06N1434:0019201,06N301:W0010503
06N301:W0010506,06N1357:0015710,06N301:W0010506
06N301:W0010509,06N1159:0019207,06N301:W0010509
06N301:W0010509,06N1434:0019207,06N301:W0010509
06N301:W0010802,06N1159:0019205,06N301:W0010802
06N301:W0010802,06N1434:0019205,06N301:W0010802
06N301:W0010804,06N1159:0019206,06N301:W0010804
06N301:W0010804,06N1434:0019206,06N301:W0010804
06N301:W0010805,06N1035:0001703,06N301:W0010805
06N301:W0010806,06N1159:0019209,06N301:W0010806
06N301:W0010806,06N1434:0019209,06N301:W0010806
06N301:W0010810,06N1247:0001907,06N301:W0010810
06N301:W0010811,06N1159:0019212,06N301:W0010811
06N301:W0010811,06N1434:0019212,06N301:W0010811
06N301:W0010812,06N1038:0001901,06N301:W0010812
06N301:W0010812,06N1247:0001901,06N301:W0010812
06N301:W0011407,06N1041:0002203,06N301:W0011407
06N301:W0011407,06N1249:0002203,06N301:W0011407
06N301:W0024505,06N1430:0019003,06N301:W0024505
06N301:W0024802,06N1314:0016809,06N301:W0024802
06N301:W0024802,06N1328:0016809,06N301:W0024802
06N301:W0025708,06N1609:0020307,06N301:W0025708
06N301:W0026310,06N1313:0016702,06N301:W0026310
06N301:W0026608,06N1041:0002204,06N301:W0026608
06N301:W0026805,06N1042:0002304,06N301:W0026805
06N301:W0026905,06N1042:0002304,06N301:W0026905
06N301:W0027201,06N1620:0020905,06N301:W0027201
06N301:W0027202,06N1313:0016701,06N301:W0027202
06N301:W0027202,06N1407:0016701,06N301:W0027202
06N301:W0027802,06N1313:0016703,06N301:W0027802
06N301:W0027802,06N1407:0016703,06N301:W0027802
06N301:W0027809,06N1313:0016704,06N301:W0027809
06N301:W0027809,06N1407:0016704,06N301:W0027809
06N301:W0027810,06N1313:0016706,06N301:W0027810
06N301:W0027810,06N1407:0016706,06N301:W0027810
06N301:W0028401,06N1314:0016804,06N301:W0028401
06N301:W0028401,06N1328:0016804,06N301:W0028401
06N301:W0028702,06N1328:0016806,06N301:W0028702
06N301:W0029301,06N1047:0002603,06N301:W0029301
06N301:W0029301,06N1253:0002603,06N301:W0029301
06N301:W0029601,06N1047:0002610,06N301:W0029601
06N301:W0029601,06N1253:0002610,06N301:W0029601
06N301:W0029906,06N1713:0021911,06N301:W0029906
06N301:W0032301,06N1009:0003910,06N301:W0032301
06N301:W0032301,06N1269:0003910,06N301:W0032301
06N301:W0032609,06N1109:0004004,06N301:W0032609
06N301:W0032609,06N1155:0004004,06N301:W0032609
06N301:W0033205,06N1288:0018101,06N301:W0033205
06N301:W0033205,06N1335:0018101,06N301:W0033205
06N301:W0033208,06N1285:0017103,06N301:W0033208
06N301:W0033208,06N1321:0017103,06N301:W0033208
06N301:W0033808,06N1285:0017107,06N301:W0033808
06N301:W0034505,06N1326:0017505,06N301:W0034505
06N301:W0034607,06N1605:0020101,06N301:W0034607
06N301:W0034807,06N1408:0020207,06N301:W0034807
06N301:W0034807,06N1607:0020207,06N301:W0034807
06N301:W0036307,06N1159:0019204,06N301:W0036307
06N301:W0036307,06N1434:0019204,06N301:W0036307
06N301:W0036508,06N1159:0019201,06N301:W0036508
06N301:W0036606,06N1129:0023107,06N301:W0036606
06N301:W0036606,06N1816:0023107,06N301:W0036606
06N301:W0xxxxxx,06N301:W0xxxxxx,06N301:W0xxxxxx
06N301:W0xxxxxx,06N301:W0yyyyyy,06N301:W0xxxxxx
06N401:M0004902,06N1602:0019901,06N401:M0004902
06N401:M0005207,06N1408:0020207,06N401:M0005207
06N401:M0005207,06N1607:0020207,06N401:M0005207
06N401:M0005501,06N1408:0020202,06N401:M0005501
06N401:M0005501,06N1607:0020202,06N401:M0005501
06N401:M0005502,06N1408:0020203,06N401:M0005502
06N401:M0005502,06N1607:0020203,06N401:M0005502
06N401:M0006107,06N1016:0000602,06N401:M0006107
06N401:M0006107,06N1237:0000602,06N401:M0006107
06N401:M0006109,06N1016:0000611,06N401:M0006109
06N401:M0007003,06N1020:0000903,06N401:M0007003
06N401:M0007003,06N1241:0000903,06N401:M0007003
06N401:M0007301,06N1020:0000909,06N401:M0007301
06N401:M0007301,06N1241:0000909,06N401:M0007301
06N401:M0007302,06N1021:0001002,06N401:M0007302
06N401:M0007302,06N1240:0001002,06N401:M0007302
06N401:M0007603,06N1021:0001007,06N401:M0007603
06N401:M0007603,06N1240:0001007,06N401:M0007603
06N401:M0007901,06N1408:0020211,06N401:M0007901
06N401:M0007901,06N1607:0020211,06N401:M0007901
06N401:M0007905,06N1706:0021709,06N401:M0007905
06N401:M0008806,06N1243:0001201,06N401:M0008806
06N401:M0009101,06N1025:0001207,06N401:M0009101
06N401:M0009101,06N1243:0001207,06N401:M0009101
06N401:M0010902,06N1033:0001501,06N401:M0010902
06N401:M0010902,06N1244:0001501,06N401:M0010902
06N401:M0010905,06N1297:0022602,06N401:M0010905
06N401:M0010905,06N1725:0022602,06N401:M0010905
06N401:M0011201,06N1129:0023107,06N401:M0011201
06N401:M0011201,06N1816:0023107,06N401:M0011201
06N401:M0011702,06N1035:0001703,06N401:M0011702
06N401:M0011806,06N1159:0019212,06N401:M0011806
06N401:M0011806,06N1434:0019212,06N401:M0011806
06N401:M0011908,06N1038:0001901,06N401:M0011908
06N401:M0011908,06N1247:0001901,06N401:M0011908
06N401:M0011909,06N1159:0019207,06N401:M0011909
06N401:M0011909,06N1434:0019207,06N401:M0011909
06N401:M0012005,06N1038:0001907,06N401:M0012005
06N401:M0012005,06N1247:0001907,06N401:M0012005
06N401:M0012102,06N1723:0022401,06N401:M0012102
06N401:M0012104,06N1041:0002203,06N401:M0012104
06N401:M0012104,06N1249:0002203,06N401:M0012104
06N401:M0012201,06N1159:0019206,06N401:M0012201
06N401:M0012201,06N1434:0019206,06N401:M0012201
06N401:M0012202,06N1159:0019205,06N401:M0012202
06N401:M0012202,06N1434:0019205,06N401:M0012202
06N401:M0012302,06N1041:0002204,06N401:M0012302
06N401:M0012302,06N1249:0002204,06N401:M0012302
06N401:M0012306,06N1159:0019204,06N401:M0012306
06N401:M0012306,06N1434:0019204,06N401:M0012306
06N401:M0012507,06N1297:0022608,06N401:M0012507
06N401:M0012507,06N1725:0022608,06N401:M0012507
06N401:M0012901,06N1009:0003910,06N401:M0012901
06N401:M0012901,06N1269:0003910,06N401:M0012901
06N401:M0012907,06N1039:0002011,06N401:M0012907
06N401:M0013003,06N1109:0004004,06N401:M0013003
06N401:M0013003,06N1155:0004004,06N401:M0013003                         
06N401:M0013005,06N1159:0019201,06N401:M0013005
06N401:M0013005,06N1434:0019201,06N401:M0013005
06N401:M0024003,06N1297:0022602,06N401:M0024003
06N401:M0024003,06N1725:0022602,06N401:M0024003
06N401:M0024301,06N1012:0000202,06N401:M0024301
06N401:M0024304,06N1012:0000202,06N401:M0024304
06N401:M0024304,06N1297:0022609,06N401:M0024304
06N401:M0024304,06N1725:0022609,06N401:M0024304
06N401:M0024306,06N1129:0023102,06N401:M0024306
06N401:M0024306,06N1816:0023102,06N401:M0024306
06N401:M0xxxxxx,06N401:M0xxxxxx,06N401:M0xxxxxx
06N401:M0xxxxxx,06N401:M0yyyyyy,06N401:M0xxxxxx
07R2613:0066401,07R2613:0066401,07R2613:0066401
07R1203:0087602,07R1913:0087602,07R1203:0087602
07R1203:0087902,07R1845:0087902,07R1203:0087902
07R201:S0020803,07R201:00036806,07R201:S0020803
07R201:S0021913,07R2786:0045304,07R201:S0021913
07R201:S0024106,07R201:00086714,07R201:S0024106
07R201:S0025303,07R0966:0047012,07R201:S0025303
07R201:S0025617,07R201:S0025617,07R201:S0025617
07R201:S0025905,07R2732:0036307,07R201:S0025905
07R201:S0025908,07R201:S0025908,07R201:S0025908
07R201:S0027611,07R2782:0045604,07R201:S0027611
07R201:S0028907,07R201:00038611,07R201:S0028907
07R201:S0030704,07R2329:0041801,07R201:S0030704
07R201:S0031507,07R2302:0038002,07R201:S0031507
07R201:S0032113,07R2422:0048701,07R201:S0032113
07R201:S0032701,07R1327:0065303,07R201:S0032701
07R201:S0033012,07R1315:0053906,07R201:S0033012
07R201:S0033604,07R2613:0066401,07R201:S0033604
07R201:S0xxxxxx,07R201:S0xxxxxx,07R201:S0xxxxxx
07R201:S0xxxxxx,07R201:S0yyyyyy,07R201:S0xxxxxx
07R301:W0021814,07R2685:0078311,07R301:W0021814
07R301:W0024509,07R2836:0059002,07R301:W0024509
07R301:W0024814,07R301:W0024814,07R301:W0024814
07R301:W0025407,07R2343:0040803,07R301:W0025407
07R301:W0026602,07R2927:0072811,07R301:W0026602
07R301:W0027206,07R2733:0036406,07R301:W0027206
07R301:W0029006,07R2823:0056406,07R301:W0029006
07R301:W0029301,07R0117:0087103,07R301:W0029301
07R301:W0029302,07R301:00086714,07R301:W0029302
07R301:W0030517,07R2346:0040604,07R301:W0030517
07R301:W0032609,07R2328:0040101,07R301:W0032609
07R301:W0032610,07R2360:0043401,07R301:W0032610
07R301:W0084711,07R2523:0057915,07R301:W0084711
07R301:W0085904,07R2644:0116302,07R301:W0085904
07R301:W0118918,07R1301:0093808,07R301:W0118918
07R301:W0120102,07R2413:0049402,07R301:W0120102
07R301:W0xxxxxx,07R301:W0xxxxxx,07R301:W0xxxxxx
07R301:W0xxxxxx,07R301:W0yyyyyy,07R301:W0xxxxxx
07R401:M0021603,07R2685:0078305,07R401:M0021603
07R401:M0022307,07R2737:0036006,07R401:M0022307
07R401:M0024305,07R0115:0086506,07R401:M0024305
07R401:M0024306,07R0115:0086506,07R401:M0024306
07R401:M0025807,07R2639:0068809,07R401:M0025807
07R401:M0026506,07R0118:0086714,07R401:M0026506
07R401:M0028303,07R2488:0052508,07R401:M0028303
07R401:M0029402,07R2753:0038902,07R401:M0029402
07R401:M0029402,07R2753:0038904,07R401:M0029402
07R401:M0032208,07R2502:0054808,07R401:M0032208
07R401:M0086314,07R0113:0086315,07R401:M0086314
07R401:M0xxxxxx,07R401:M0xxxxxx,07R401:M0xxxxxx
07R401:M0xxxxxx,07R401:M0yyyyyy,07R401:M0xxxxxx
08R201:S0xxxxxx,08R201:S0xxxxxx,08R201:S0xxxxxx
08R301:W0xxxxxx,08R301:W0xxxxxx,08R301:W0xxxxxx
08R403:M0xxxxxx,08R403:M0xxxxxx,08R403:M0xxxxxx
09R1156:0002201,09R1156:0002201,09R1156:0002201
09R1833:0003722,09R1833:0003722,09R1833:0003722
09R1231:0011906,09R1231:0011906,09R1231:0011906
09R0125:0053122,09R0125:0053122,09R0125:0053122
09R0132:0053716,09R0132:0053716,09R0132:0053716
09R0132:0053717,09R0132:0053717,09R0132:0053717
09R0132:0053718,09R0132:0053718,09R0132:0053718
09R0132:0053719,09R0132:0053719,09R0132:0053719
09R0132:0053722,09R0132:0053722,09R0132:0053722
09R201:S0041102,09R0122:0009505,09R201:S0041102
09R201:S0041105,09R0122:0009505,09R201:S0041105
09R201:S0041703,09R0137:0031114,09R201:S0041703
09R201:S0043001,09R1676:0020401,09R201:S0043001
09R201:S0051603,09R0078:0003505,09R201:S0051603
09R201:S0051605,09R0078:0003504,09R201:S0051605
09R201:S0056204,09R0081:0004914,09R201:S0056204
09R201:S0056209,09R1416:0025907,09R201:S0056209
09R201:S0056212,09R1416:0025906,09R201:S0056212
09R201:S0056213,09R1966:0003901,09R201:S0056213
09R201:S0057109,09r0148:0055809,09R201:S0057109
09R201:S0xxxxxx,09R201:S0xxxxxx,09R201:S0xxxxxx
09R301:W0041912,09R2626:0027003,09R301:W0041912
09R301:W0043111,09R1676:0020401,09R301:W0043111
09R301:W0051206,09R0128:0053504,09R301:W0051206
09R301:W0056306,09R0080:0004802,09R301:W0056306
09R301:W0056313,09R1416:0025906,09R301:W0056313
09R301:W0056608,09R0130:0052813,09R301:W0056608
09R301:W0056901,09R0130:0052813,09R301:W0056901
09R301:W0056916,09R0130:0052805,09R301:W0056916
09R301:W0057202,09R0130:0052802,09R301:W0057202
09R301:W0057206,09R0130:0052806,09R301:W0057206
09R301:W0xxxxxx,09R301:W0xxxxxx,09R301:W0xxxxxx
09R401:M0041202,09R0122:0009505,09R401:M0041202
09R401:M0042709,09R2350:0017314,09R401:M0042709
09R401:M0043212,09R2227:0015006,09R401:M0043212
09R401:M0043213,09R2227:0015006,09R401:M0043213
09R401:M0045302,09R1040:0026504,09R401:M0045302
09R401:M0051109,09R0128:0053504,09R401:M0051109
09R401:M0056401,09R0081:0004914,09R401:M0056401
09R401:M0057004,09R1416:0025907,09R401:M0057004
09R401:M0xxxxxx,09R401:M0xxxxxx,09R401:M0xxxxxx
10R0160:0000000,10R0160:0000000,10R0160:0000000
10R0161:0000000,10R0161:0000000,10R0161:0000000
10R0163:0000000,10R0163:0000000,10R0163:0000000
10R0165:0000000,10R0165:0000000,10R0165:0000000
10R0166:0000000,10R0166:0000000,10R0166:0000000
10R0168:0000000,10R0168:0000000,10R0168:0000000
10R0169:0000000,10R0169:0000000,10R0169:0000000
10R0170:0000000,10R0170:0000000,10R0170:0000000
10R0171:0000000,10R0171:0000000,10R0171:0000000
10R0172:0000000,10R0172:0000000,10R0172:0000000
10R0173:0000000,10R0173:0000000,10R0173:0000000
10R0174:0000000,10R0174:0000000,10R0174:0000000
10R0175:0000000,10R0175:0000000,10R0175:0000000
