plantID,image no,rel_leaf_num,section,datetime,observer,camera,conditions,abs_leaf_num,image
17R4092:0008802,329,e3,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4228:0006415,330,e1,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4228:0006404,331,e1,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4228:0006413,332,e1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R3946:0006804,333,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4548:0011508,334,e1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4492:0007811,335,e2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4548:0011505,336,e2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R3946:0006801,337,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4552:0012209,338,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R3486:0011907,339,t-2,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4552:0012206,340,t-2,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R3270:0011211,341,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4552:0012208,342,t-2,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4492:0007816,343,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4492:0007803,344,e3,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4227:0006204,345,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4054:0012308,346,t-3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4419:0011128,347,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4551:0012130,348,t-2,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4550:0012019,349,t-1,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4419:0011132,350,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4419:0011113,351,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4550:0012024,352,t-2,stem,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4419:0011112,353,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R2254:0011812,354,t-3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R3486:0011902,355,t-2,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4553:0012404,356,t-2,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4419:0011134,357,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R3270:0011221,358,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4554:0013611,359,e4,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4636:0014607,360,t-1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4638:0014702,361,t0,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4625:0015804,362,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4477:0016203,363,e4,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4626:0015706,364,e2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4552:0013411,365,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4626:0015704,366,e2,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4538:0016306,367,e-5,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4497:0016411,368,e-2,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4538:0016311,369,e-1,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4477:0016208,370,e2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4538:0016302,371,e-4,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4553:0013505,372,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4477:0016204,373,e2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4538:0016311,374,e-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4554:0013609,375,e5,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4553:0013502,376,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4552:0013404,377,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4625:0015809,378,t-1,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4474:0016106,379,t-1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4636:0014605,380,t0,whole,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4554:0013608,381,e4,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4474:0016101,382,t-1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4497:0016409,383,e-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4553:0013510,384,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4557:0016502,385,e-2,tip,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4474:0016104,386,t-1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4477:0016203,387,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4555:0013708,388,e5,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4625:0015808,389,e3,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4497:0016405,390,e-4,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4625:0015804,391,t-1,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4509:0017701,392,t-2,middle,08/02/17 09:51:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4564:0016707,393,e3,middle,08/02/17 16:32:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4558:0016602,394,e-4,middle,08/02/17 16:32:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4557:0016506,395,e1,tip,08/02/17 16:32:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4564:0016708,396,e3,middle,08/02/17 16:32:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4562:0016808,397,e2,middle,08/02/17 16:32:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4509:0017712,398,t-2,middle,08/02/17 16:32:00,avi,gimmel,"ex situ ambient reflected, field",unk,
17R4540:0017604,399,t-2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4539:0017501,400,t-1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4564:0016703,401,e3,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4562:0016805,402,e2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4558:0016606,403,e-2,tip,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4578:0017406,404,e-1,tip,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4578:0017401,405,e-1,tip,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4544:0017812,406,e1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4544:0017812,407,e2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4544:0017802,408,e1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4544:0017802,409,e2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4547:0018305,410,t-1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4545:0018107,411,e2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4522:0019426,412,t-5,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4011:0018002,413,t-2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4011:0018010,414,t-1,stem,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4545:0018105,415,e2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4543:0017909,416,e1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4543:0017909,417,e2,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4546:0018203,418,e1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4569:0018711,419,e2,tip,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4011:0018006,420,e0,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4518:0018408,421,e-3,tip,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4568:0018603,422,t-3,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4518:0018416,423,e1,middle,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4546:0018201,424,e1,tip,08/02/17 16:32:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4546:0018205,425,e1,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019208,426,t-3,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4522:0019406,427,t-5,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4567:0019524,428,t-3,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R0686:0019306,429,t-3,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4524:0019609,430,e1,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4570:0019003,431,e1,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019212,432,e2,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019215,433,t-4,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019216,434,t-5,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4565:0019114,435,t-6,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4567:0019517,436,t-6,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4569:0018706,437,e2,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R0686:0019302,438,t-4,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4567:0019510,439,t-4,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4569:0018712,440,e3,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019203,441,t-4,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4569:0018709,442,t-6,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4547:0018304,443,t-1,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019209,444,t-3,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4566:0019213,445,t-5,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4524:0019603,446,t-3,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4568:0018611,447,e1,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4567:0019523,448,t-4,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4522:0019419,449,t-3,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4525:0018501,450,t-4,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4565:0019102,451,t-3,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4543:0017914,452,e1,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4543:0017914,453,e4,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4522:0019425,454,t-4,tip,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4522:0019425,455,t-6,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4543:0017901,456,e1,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
17R4543:0017901,457,e2,middle,08/02/17 19:34:00,avi,bet,"ex situ ambient reflected, field",unk,
