ma plantID,pa plantID,sleeve,fuzzy_cl,num_cl,observer,datetime,inventory
14R205:S0000411,14R4253:0019006,,he,,avi,10/30/2014 11:44:31,
14R205:S0000601,14R4291:0022711,,he,,linh,10/30/2014 11:44:31,
14R205:S0000414,14R4253:0019006,,qe,,avi,10/30/2014 11:44:31,
14R205:S0000417,14R4159:0021806,,tqe,,avi,10/30/2014 11:44:31,
14R205:S0000604,14R4287:0022011,,fuzzy_cl,5,linh,10/30/2014 11:44:31,V/p
14R205:S0000418,14R4236:0017202,,fuzzy_cl,1,avi,10/30/2014 11:44:31,V/p 1s
14R205:S0000607,14R4275:0020306,,tqe,,linh,10/30/2014 11:44:31,
14R205:S0000418,23204,,fuzzy_cl,26,avi,10/30/2014 11:44:31,
14R205:S0000413,14R4159:0021806,,tqe,,avi,10/30/2014 11:44:31,
14R205:S0000608,14R4275:0020306,,ee,,linh,10/30/2014 11:44:31,
14R205:S0000606,14R4088:0011401,,fuzzy_cl,9,linh,10/30/2014 11:44:31,
14R205:S0000101,14R4314:0027101,,tqe,,avi,10/30/2014 11:44:31,
14R205:S0000612,14R4088:0011401,,he,,linh,10/30/2014 10:46:05,
14R205:S0000102,14R4314:0027105,,tqe,,avi,10/30/2014 10:46:05,
14R205:S0000609,14R4088:0011401,,he,,linh,10/30/2014 10:46:05,
14R205:S0000103,14R4308:0026003,,he,,avi,10/30/2014 10:46:05,
14R205:S0000105,14R4284:0021512,,tqe,,avi,10/30/2014 10:46:05,
14R205:S0000610,14R4275:0020306,,tqe,,linh,10/30/2014 10:46:05,
14R205:S0000104,14R4284:0021512,,xe,,avi,10/30/2014 10:46:05,
14R205:S0000615,14R4126:0017701,,we,,linh,10/30/2014 10:46:05,
14R205:S0000614,14R4126:0017701,,we,,linh,10/30/2014 10:46:05,
14R205:S0000108,14R4284:0021509,,he,,avi,10/30/2014 10:46:05,
14R205:S0000616,14R4126:0017701,,tqe,,linh,10/30/2014 10:46:05,
14R205:S0000107,14R4284:0021509,,tqe,,avi,10/30/2014 10:46:05,
14R205:S0000109,14R4280:0021111,,tqe,,avi,10/30/2014 10:46:05,
14R205:S0000617,14R4287:0022003,,xe,,linh,10/30/2014 10:46:05,
14R205:S0000110,14R3722:0026809,,he,,avi,10/30/2014 10:46:05,
14R205:S0000111,14R4280:0021111,,tqe,,linh,10/30/2014 10:46:05,
14R205:S0000112,14R4280:0021113,,tqe,,avi,10/30/2014 10:46:05,
14R205:S0000113,14R4280:0021113,,tqe,,linh,10/30/2014 10:46:05,
14R205:S0000115,14R4275:0020311,,he,,avi,10/30/2014 10:46:05,
14R205:S0000116,14R4275:0020311,,he,,linh,10/30/2014 10:46:05,
14R205:S0000207,14R3722:0026805,,he,,avi,10/30/2014 10:46:05,
14R205:S0000202,14R4159:0021804,,he,,avi,10/30/2014 12:51:00,
14R205:S0000201,14R4159:0021804,,he,,avi,10/30/2014 12:51:00,
14R205:S0000204,14R4301:0024705,,he,,avi,10/30/2014 12:51:00,
14R205:S0000205,14R3722:0026805,,xe,,avi,10/30/2014 12:51:00,
14R205:S0000208,14R4308:0026010,,tqe,,avi,10/30/2014 12:51:00,
14R205:S0000209,14R4308:0026010,,he,,avi,10/30/2014 12:51:00,
14R205:S0000211,14R4308:0026010,,he,,avi,10/30/2014 12:51:00,
14R205:S0000212,14R4144:0019801,,he,,avi,10/30/2014 12:51:00,
14R205:S0000213,14R4314:0027109,,he,,avi,10/30/2014 12:51:00,
14R205:S0000215,14R4229:0009701,,he,,avi,10/30/2014 12:51:00,
14R205:S0000217,14R4229:0009708,,he,,avi,10/30/2014 12:51:00,
14R205:S0000218,14R4229:0009711,,he,,avi,10/30/2014 12:51:00,
14R205:S0000219,14R4275:0020311,,he,,avi,10/30/2014 13:12:36,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,avi,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 12:51:00,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,10/30/2014 10:46:05,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
